順位,チーム,勝点,試合,勝,90勝,PK勝,敗,90敗,PK敗,得点,失点,得失点差,直近試合の勝敗,season,round,fetched_date
1,ベガルタ仙台,43,18,16,11,5,2,2,0,32,15,+17,,2026,最新節,20260523
2,ブラウブリッツ秋田,32,17,10,10,0,7,5,2,22,14,+8,,2026,最新節,20260523
3,湘南ベルマーレ,31,17,11,8,3,6,5,1,24,16,+8,,2026,最新節,20260523
4,横浜ＦＣ,29,18,10,8,2,8,7,1,34,27,+7,,2026,最新節,20260523
5,ＳＣ相模原,28,18,9,7,2,9,6,3,31,33,-2,,2026,最新節,20260523
6,ザスパ群馬,23,18,7,6,1,11,8,3,26,36,-10,,2026,最新節,20260523
7,栃木シティ,21,17,7,5,2,10,8,2,20,32,-12,,2026,最新節,20260523
8,モンテディオ山形,19,17,7,5,2,10,10,0,17,24,-7,,2026,最新節,20260523
9,ヴァンラーレ八戸,18,17,5,4,1,12,8,4,15,19,-4,,2026,最新節,20260523
10,栃木ＳＣ,17,17,5,4,1,12,9,3,23,28,-5,,2026,最新節,20260523
1,ヴァンフォーレ甲府,35,18,12,10,2,6,5,1,21,13,+8,,2026,最新節,20260523
2,北海道コンサドーレ札幌,31,18,11,9,2,7,7,0,26,22,+4,,2026,最新節,20260523
3,いわきＦＣ,31,18,11,7,4,7,5,2,22,18,+4,,2026,最新節,20260523
4,ＲＢ大宮アルディージャ,30,18,10,9,1,8,7,1,38,28,+10,,2026,最新節,20260523
5,藤枝ＭＹＦＣ,30,18,9,6,3,9,3,6,21,17,+4,,2026,最新節,20260523
6,ＦＣ岐阜,28,18,9,8,1,9,7,2,24,26,-2,,2026,最新節,20260523
7,松本山雅ＦＣ,25,17,8,6,2,9,6,3,28,18,+10,,2026,最新節,20260523
8,ジュビロ磐田,25,18,9,5,4,9,7,2,16,23,-7,,2026,最新節,20260523
9,福島ユナイテッドＦＣ,16,17,5,4,1,12,10,2,25,38,-13,,2026,最新節,20260523
10,ＡＣ長野パルセイロ,16,18,5,3,2,13,10,3,15,33,-18,,2026,最新節,20260523
1,カターレ富山,38,18,13,10,3,5,3,2,37,24,+13,,2026,最新節,20260523
2,アルビレックス新潟,35,18,12,9,3,6,4,2,21,17,+4,,2026,最新節,20260523
3,徳島ヴォルティス,30,17,10,9,1,7,6,1,35,21,+14,,2026,最新節,20260523
4,高知ユナイテッドＳＣ,30,17,10,8,2,7,5,2,23,19,+4,,2026,最新節,20260523
5,愛媛ＦＣ,28,18,9,8,1,9,7,2,25,18,+7,,2026,最新節,20260523
6,ツエーゲン金沢,24,17,9,4,5,8,6,2,13,21,-8,,2026,最新節,20260523
7,奈良クラブ,21,18,7,5,2,11,9,2,25,34,-9,,2026,最新節,20260523
8,ＦＣ今治,19,17,6,5,1,11,9,2,13,17,-4,,2026,最新節,20260523
9,ＦＣ大阪,18,17,5,3,2,12,7,5,13,16,-3,,2026,最新節,20260523
10,カマタマーレ讃岐,18,17,6,5,1,11,10,1,12,30,-18,,2026,最新節,20260523
1,テゲバジャーロ宮崎,46,17,15,15,0,2,1,1,33,9,+24,,2026,最新節,20260523
2,サガン鳥栖,32,18,10,8,2,8,4,4,24,14,+10,,2026,最新節,20260523
3,鹿児島ユナイテッドＦＣ,30,17,11,7,4,6,5,1,18,14,+4,,2026,最新節,20260523
4,レノファ山口ＦＣ,29,18,10,7,3,8,6,2,24,22,+2,,2026,最新節,20260523
5,ロアッソ熊本,27,18,9,8,1,9,8,1,20,20,+0,,2026,最新節,20260523
6,ガイナーレ鳥取,25,17,9,6,3,8,7,1,20,24,-4,,2026,最新節,20260523
7,大分トリニータ,21,17,7,6,1,10,9,1,18,18,+0,,2026,最新節,20260523
8,レイラック滋賀ＦＣ,19,17,6,6,0,11,10,1,13,26,-13,,2026,最新節,20260523
9,ＦＣ琉球,17,18,6,2,4,12,9,3,13,25,-12,,2026,最新節,20260523
10,ギラヴァンツ北九州,15,17,4,4,0,13,10,3,16,27,-11,,2026,最新節,20260523
