ticket,hits,total,hit_rate
ticket01,5,13,0.38461538461538464
ticket02,4,13,0.3076923076923077
ticket03,5,13,0.38461538461538464
ticket04,4,13,0.3076923076923077
ticket05,5,13,0.38461538461538464
ticket06,3,13,0.23076923076923078
ticket07,5,13,0.38461538461538464
ticket08,6,13,0.46153846153846156
ticket09,3,13,0.23076923076923078
ticket10,4,13,0.3076923076923077
