snapshot_date,asof_date,league,season,source_file,page_label,title,section_title,table_index,team_name,team_key,headers_json,values_json
20260918,20260915,j2,2026,AGI KAGI.html,"AGI,KAGI","リーグサマリー:2026/27 J2 AGI,KAGI | データによってサッカーはもっと輝く | Football LAB",AGI,1,富山,富山,"[""AGI"", ""ゴール"", ""シュート"", ""成績順位""]","[""62.9"", ""1.67"", ""22"", ""6""]"
20260918,20260915,j2,2026,AGI KAGI.html,"AGI,KAGI","リーグサマリー:2026/27 J2 AGI,KAGI | データによってサッカーはもっと輝く | Football LAB",AGI,1,磐田,磐田,"[""AGI"", ""ゴール"", ""シュート"", ""成績順位""]","[""58.0"", ""1.33"", ""15.17"", ""9""]"
20260918,20260915,j2,2026,AGI KAGI.html,"AGI,KAGI","リーグサマリー:2026/27 J2 AGI,KAGI | データによってサッカーはもっと輝く | Football LAB",AGI,1,湘南,湘南,"[""AGI"", ""ゴール"", ""シュート"", ""成績順位""]","[""57.4"", ""1"", ""10.33"", ""4""]"
20260918,20260915,j2,2026,AGI KAGI.html,"AGI,KAGI","リーグサマリー:2026/27 J2 AGI,KAGI | データによってサッカーはもっと輝く | Football LAB",AGI,1,大宮,大宮,"[""AGI"", ""ゴール"", ""シュート"", ""成績順位""]","[""57.3"", ""1.67"", ""16.83"", ""1""]"
20260918,20260915,j2,2026,AGI KAGI.html,"AGI,KAGI","リーグサマリー:2026/27 J2 AGI,KAGI | データによってサッカーはもっと輝く | Football LAB",AGI,1,秋田,秋田,"[""AGI"", ""ゴール"", ""シュート"", ""成績順位""]","[""54.1"", ""1.33"", ""11.83"", ""11""]"
20260918,20260915,j2,2026,AGI KAGI.html,"AGI,KAGI","リーグサマリー:2026/27 J2 AGI,KAGI | データによってサッカーはもっと輝く | Football LAB",AGI,1,横浜FC,横浜FC,"[""AGI"", ""ゴール"", ""シュート"", ""成績順位""]","[""54.0"", ""1.83"", ""17"", ""7""]"
20260918,20260915,j2,2026,AGI KAGI.html,"AGI,KAGI","リーグサマリー:2026/27 J2 AGI,KAGI | データによってサッカーはもっと輝く | Football LAB",AGI,1,山形,山形,"[""AGI"", ""ゴール"", ""シュート"", ""成績順位""]","[""53.9"", ""1.33"", ""16.67"", ""10""]"
20260918,20260915,j2,2026,AGI KAGI.html,"AGI,KAGI","リーグサマリー:2026/27 J2 AGI,KAGI | データによってサッカーはもっと輝く | Football LAB",AGI,1,いわき,いわき,"[""AGI"", ""ゴール"", ""シュート"", ""成績順位""]","[""53.9"", ""1.33"", ""13.83"", ""18""]"
20260918,20260915,j2,2026,AGI KAGI.html,"AGI,KAGI","リーグサマリー:2026/27 J2 AGI,KAGI | データによってサッカーはもっと輝く | Football LAB",AGI,1,鳥栖,鳥栖,"[""AGI"", ""ゴール"", ""シュート"", ""成績順位""]","[""51.4"", ""1.17"", ""16.17"", ""12""]"
20260918,20260915,j2,2026,AGI KAGI.html,"AGI,KAGI","リーグサマリー:2026/27 J2 AGI,KAGI | データによってサッカーはもっと輝く | Football LAB",AGI,1,仙台,仙台,"[""AGI"", ""ゴール"", ""シュート"", ""成績順位""]","[""50.9"", ""1.67"", ""15.67"", ""3""]"
