ticket,hits,total,hit_rate
ticket01,6,13,0.46153846153846156
ticket02,6,13,0.46153846153846156
ticket03,5,13,0.38461538461538464
ticket04,4,13,0.3076923076923077
ticket05,5,13,0.38461538461538464
ticket06,5,13,0.38461538461538464
ticket07,8,13,0.6153846153846154
ticket08,5,13,0.38461538461538464
ticket09,3,13,0.23076923076923078
ticket10,6,13,0.46153846153846156
