season,team,round_start,absences_count,sum_weight_minutes,sum_weight_attack,sum_weight_defense,sum_impact_attack,sum_impact_defense,sum_impact_total,team_minutes_total,team_goals_total,team_defense_total_conceded,team_defense_total_xga
2026,ザスパ群馬,4,1,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,0,0,0
2026,ツエーゲン金沢,4,1,0.03125,0.0,0.03125,0.0,0.03125,0.025,2880.0,2,0,0
2026,名古屋,3,1,0.021277,0.0,0.021277,0.0,0.021277,0.017021,4230.0,2,0,0
2026,大宮,4,2,0.0,0.0,0.0,0.0,0.0,0.0,4230.0,11,0,0
2026,広島,4,1,0.0625,0.0,0.0625,0.0,0.0625,0.05,2880.0,4,0,0
2026,松本山雅FC,3,1,0.0,0.0,0.0,0.0,0.0,0.0,4050.0,3,0,0
2026,栃木SC,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1,0,0
2026,湘南,4,1,0.0,0.0,0.0,0.0,0.0,0.0,4140.0,5,0,0
2026,甲府,2,1,0.020833,0.0,0.020833,0.0,0.020833,0.016667,4320.0,7,0,0
2026,秋田,4,1,0.0,0.0,0.0,0.0,0.0,0.0,4050.0,5,0,0
2026,鹿児島ユナイテッドFC,4,1,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,5,0,0
2026,Ｃ大阪,4,2,0.03125,0.0,0.03125,0.0,0.03125,0.025,2880.0,2,0,0
2026,Ｇ大阪,3,1,0.03125,0.0,0.03125,0.0,0.03125,0.025,2880.0,0,0,0
2026,Ｇ大阪,4,3,0.09375,0.0,0.09375,0.0,0.09375,0.07500000000000001,2880.0,0,0,0
