season,team,round_start,absences_count,sum_weight_minutes,sum_weight_attack,sum_weight_defense,sum_impact_attack,sum_impact_defense,sum_impact_total,team_minutes_total,team_goals_total,team_defense_total_conceded,team_defense_total_xga
2026,C大阪,,2,0.09375,0.0,0.09375,0.0,0.09375,0.07500000000000001,2880.0,2.0,0,0
2026,FC東京,,5,0.12631499999999998,0.0,0.12631499999999998,0.0,0.12631499999999998,0.101052,8550.0,11.0,0,0
2026,G大阪,,8,0.1875,0.0,0.1875,0.0,0.1875,0.15000000000000002,2880.0,0.0,0,0
2026,いわき,,5,0.125,0.25,0.125,0.25,0.125,0.15000000000000002,2880.0,4.0,0,0
2026,ロアッソ熊本,,1,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,3.0,0,0
2026,京都,,2,0.125,0.5,0.125,0.5,0.125,0.2,2880.0,2.0,0,0
2026,今治,,2,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.0,0,0
2026,千葉,,2,0.083333,0.0,0.083333,0.0,0.083333,0.066667,8640.0,5.0,0,0
2026,名古屋,,2,0.085107,0.5,0.085107,0.5,0.085107,0.16808499999999998,4230.0,2.0,0,0
2026,大分,,2,0.025,0.0,0.025,0.0,0.025,0.02,7200.0,5.0,0,0
2026,大宮,,1,0.06383,0.0,0.06383,0.0,0.06383,0.051064,4230.0,11.0,0,0
2026,宮崎,,1,0.065217,0.0,0.065217,0.0,0.065217,0.052174,4140.0,7.0,0,0
2026,富山,,1,0.0625,0.4,0.0625,0.4,0.0625,0.13,2880.0,5.0,0,0
2026,山口,,1,0.03125,0.0,0.03125,0.0,0.03125,0.025,2880.0,3.0,0,0
2026,山形,,1,0.0625,0.0,0.0625,0.0,0.0625,0.05,4320.0,5.0,0,0
2026,岡山,,2,0.063158,0.0,0.063158,0.0,0.063158,0.050526,8550.0,8.0,0,0
2026,川崎F,,3,0.083333,0.0,0.083333,0.0,0.083333,0.066667,4320.0,6.0,0,0
2026,広島,,2,0.032258,0.0,0.032258,0.0,0.032258,0.025806,8370.0,13.0,0,0
2026,徳島,,2,0.0625,0.0,0.0625,0.0,0.0625,0.05,2880.0,10.0,0,0
2026,新潟,,3,0.0625,0.0,0.0625,0.0,0.0625,0.05,2880.0,1.0,0,0
2026,札幌,,1,0.0,0.0,0.0,0.0,0.0,0.0,4230.0,3.0,0,0
2026,東京V,,7,0.270834,0.333334,0.270834,0.333334,0.270834,0.28333400000000003,4320.0,6.0,0,0
2026,松本,,1,0.066667,0.0,0.066667,0.0,0.066667,0.053333,4050.0,3.0,0,0
2026,栃木C,,5,0.146667,0.076923,0.146667,0.076923,0.146667,0.132718,6750.0,13.0,0,0
2026,栃木SC,,1,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1.0,0,0
2026,横浜FC,,3,0.09375,0.0,0.09375,0.0,0.09375,0.07500000000000001,2880.0,1.0,0,0
2026,横浜FM,,2,0.043478,0.0,0.043478,0.0,0.043478,0.034783,8280.0,10.0,0,0
2026,水戸,,2,0.0,0.0,0.0,0.0,0.0,0.0,8640.0,11.0,0,0
2026,浦和,,1,0.06383,0.0,0.06383,0.0,0.06383,0.051064,4230.0,5.0,0,0
2026,清水,,3,0.133334,1.0,0.133334,1.0,0.133334,0.306666,4050.0,1.0,0,0
2026,湘南,,3,0.0,0.0,0.0,0.0,0.0,0.0,4140.0,5.0,0,0
2026,甲府,,3,0.125,0.142857,0.125,0.142857,0.125,0.12857200000000002,4320.0,7.0,0,0
2026,磐田,,3,0.125,0.5,0.125,0.5,0.125,0.2,4320.0,2.0,0,0
2026,神戸,,1,0.022222,0.0,0.022222,0.0,0.022222,0.017778,4050.0,3.0,0,0
2026,福岡,,1,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,1.0,0,0
2026,秋田,,4,0.133333,0.2,0.133333,0.2,0.133333,0.146667,4050.0,5.0,0,0
2026,藤枝,,4,0.064935,0.0,0.064935,0.0,0.064935,0.051947999999999994,6930.0,7.0,0,0
2026,長崎,,6,0.0,0.0,0.0,0.0,0.0,0.0,4050.0,4.0,0,0
2026,高知,,1,0.0,0.0,0.0,0.0,0.0,0.0,2610.0,5.0,0,0
2026,鳥取,,2,0.0625,0.0,0.0625,0.0,0.0625,0.05,2880.0,4.0,0,0
2026,鳥栖,,5,0.125,0.0,0.125,0.0,0.125,0.1,4320.0,4.0,0,0
2026,鹿島,,2,0.06383,0.0,0.06383,0.0,0.06383,0.051064,4230.0,4.0,0,0
