season,team,round_start,absences_count,sum_weight_minutes,sum_weight_attack,sum_weight_defense,sum_impact_attack,sum_impact_defense,sum_impact_total,team_minutes_total,team_goals_total,team_defense_total_conceded,team_defense_total_xga
2026.0,甲府,2,1,0.020833,0.0,0.020833,0.0,0.020833,0.016667,4320.0,7.0,0,0
2026.0,甲府,5,1,0.0,0.0,0.0,0.0,0.0,0.0,4320.0,7.0,0,0
2026.0,甲府,6,1,0.0625,0.142857,0.0625,0.142857,0.0625,0.078571,4320.0,7.0,0,0
2026.0,甲府,7,1,0.0625,0.0,0.0625,0.0,0.0625,0.05,4320.0,7.0,0,0
2026.0,甲府,8,2,0.125,0.428571,0.125,0.428571,0.125,0.185714,4320.0,7.0,0,0
2026.0,甲府,11,1,0.0,0.0,0.0,0.0,0.0,0.0,4320.0,7.0,0,0
2026.0,町田,9,1,0.0625,0.428571,0.0625,0.428571,0.0625,0.135714,4320.0,7.0,0,0
2026.0,町田,10,1,0.0625,0.0,0.0625,0.0,0.0625,0.05,4320.0,7.0,0,0
2026.0,相模原,8,1,0.060606,0.0,0.060606,0.0,0.060606,0.048485,2970.0,1.0,0,0
2026.0,磐田,5,1,0.0,0.0,0.0,0.0,0.0,0.0,4320.0,2.0,0,0
2026.0,神戸,4,1,0.066667,0.0,0.066667,0.0,0.066667,0.053333,4050.0,3.0,0,0
2026.0,神戸,5,1,0.0,0.0,0.0,0.0,0.0,0.0,4050.0,3.0,0,0
2026.0,神戸,8,1,0.066667,0.0,0.066667,0.0,0.066667,0.053333,4050.0,3.0,0,0
2026.0,神戸,9,1,0.066667,0.0,0.066667,0.0,0.066667,0.053333,4050.0,3.0,0,0
2026.0,神戸,10,1,0.0,0.0,0.0,0.0,0.0,0.0,4050.0,3.0,0,0
2026.0,福岡,5,1,0.0625,0.0,0.0625,0.0,0.0625,0.05,2880.0,1.0,0,0
2026.0,福岡,6,1,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,1.0,0,0
2026.0,福岡,10,1,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,1.0,0,0
2026.0,福岡,17,2,0.125,0.0,0.125,0.0,0.125,0.1,2880.0,1.0,0,0
2026.0,秋田,4,1,0.0,0.0,0.0,0.0,0.0,0.0,4050.0,5.0,0,0
2026.0,秋田,6,3,0.088889,0.0,0.088889,0.0,0.088889,0.071111,4050.0,5.0,0,0
2026.0,秋田,8,1,0.022222,0.0,0.022222,0.0,0.022222,0.017778,4050.0,5.0,0,0
2026.0,秋田,10,1,0.044444,0.0,0.044444,0.0,0.044444,0.035556,4050.0,5.0,0,0
2026.0,群馬,4,1,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,0.0,0,0
2026.0,群馬,10,1,0.0625,0.0,0.0625,0.0,0.0625,0.05,2880.0,0.0,0,0
2026.0,群馬,12,1,0.0625,0.0,0.0625,0.0,0.0625,0.05,2880.0,0.0,0,0
2026.0,藤枝,4,1,0.021277,0.0,0.021277,0.0,0.021277,0.017021,4230.0,3.0,0,0
2026.0,藤枝,6,1,0.0,0.0,0.0,0.0,0.0,0.0,4230.0,3.0,0,0
2026.0,藤枝,8,1,0.06383,0.0,0.06383,0.0,0.06383,0.051064,4230.0,3.0,0,0
2026.0,藤枝,11,1,0.06383,0.0,0.06383,0.0,0.06383,0.051064,4230.0,3.0,0,0
2026.0,金沢,4,1,0.03125,0.0,0.03125,0.0,0.03125,0.025,2880.0,2.0,0,0
2026.0,金沢,9,1,0.0625,0.0,0.0625,0.0,0.0625,0.05,2880.0,2.0,0,0
2026.0,金沢,11,2,0.125,0.0,0.125,0.0,0.125,0.1,2880.0,2.0,0,0
2026.0,長崎,12,1,0.066667,0.0,0.066667,0.0,0.066667,0.053333,4050.0,4.0,0,0
2026.0,長野,9,2,0.108695,0.0,0.108695,0.0,0.108695,0.086957,4140.0,1.0,0,0
2026.0,長野,10,1,0.065217,0.0,0.065217,0.0,0.065217,0.052174,4140.0,1.0,0,0
2026.0,長野,12,2,0.065217,0.0,0.065217,0.0,0.065217,0.052174,4140.0,1.0,0,0
2026.0,鳥取,8,2,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,4.0,0,0
2026.0,鳥取,9,1,0.03125,0.0,0.03125,0.0,0.03125,0.025,2880.0,4.0,0,0
2026.0,鳥栖,10,1,0.0625,0.0,0.0625,0.0,0.0625,0.05,4320.0,4.0,0,0
2026.0,鳥栖,11,3,0.0625,0.0,0.0625,0.0,0.0625,0.05,4320.0,4.0,0,0
2026.0,鹿児島,4,1,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,5.0,0,0
,山形,12,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,
