league,season_year,tag,hfa_elo,elo_diff_scale,draw_assign_by_expectation,rows,pred_count_total,force_draw_count,final_H_cnt,final_D_cnt,final_A_cnt,final_H_pct,final_D_pct,final_A_pct,pred_H_final,pred_D_final,pred_A_final,rate_H_final,rate_D_final,rate_A_final,argmax_H_cnt,argmax_D_cnt,argmax_A_cnt,argmax_H_pct,argmax_D_pct,argmax_A_pct,pred_H_argmax,pred_D_argmax,pred_A_argmax,rate_H_argmax,rate_D_argmax,rate_A_argmax,mean_prob_home,mean_prob_draw,mean_prob_away,prob_mean_home,prob_mean_draw,prob_mean_away,acc,logloss,backtest_rows
j2,2026,hfa10p000_s1p500_draw0,10.0,1.5,0,73,73,0,29,18,26,39.726027397260275,24.65753424657534,35.61643835616438,29,18,26,39.726027397260275,24.65753424657534,35.61643835616438,29,18,26,39.726027397260275,24.65753424657534,35.61643835616438,29,18,26,39.726027397260275,24.65753424657534,35.61643835616438,0.3422221817701037,0.31095098983097125,0.346826828398925,0.3422221817701037,0.31095098983097125,0.346826828398925,0.5,1.062180601688285,2
j2,2026,hfa10p000_s1p500_draw1,10.0,1.5,1,73,73,23,23,24,26,31.506849315068493,32.87671232876713,35.61643835616438,23,24,26,31.506849315068493,32.87671232876713,35.61643835616438,29,18,26,39.726027397260275,24.65753424657534,35.61643835616438,29,18,26,39.726027397260275,24.65753424657534,35.61643835616438,0.3422221817701037,0.31095098983097125,0.346826828398925,0.3422221817701037,0.31095098983097125,0.346826828398925,0.5,1.062180601688285,2
j2,2026,hfa20p000_s0p500_draw0,20.0,0.5,0,73,73,0,20,39,14,27.397260273972602,53.42465753424658,19.17808219178082,20,39,14,27.397260273972602,53.42465753424658,19.17808219178082,20,39,14,27.397260273972602,53.42465753424658,19.17808219178082,20,39,14,27.397260273972602,53.42465753424658,19.17808219178082,0.3421190766731023,0.3482517308039422,0.3096291925229555,0.3421190766731023,0.3482517308039422,0.3096291925229555,0.5,1.0296827957631411,2
j2,2026,hfa20p000_s0p500_draw1,20.0,0.5,1,73,73,25,18,41,14,24.65753424657534,56.16438356164384,19.17808219178082,18,41,14,24.65753424657534,56.16438356164384,19.17808219178082,20,39,14,27.397260273972602,53.42465753424658,19.17808219178082,20,39,14,27.397260273972602,53.42465753424658,19.17808219178082,0.3421190766731023,0.3482517308039422,0.3096291925229555,0.3421190766731023,0.3482517308039422,0.3096291925229555,0.5,1.0296827957631411,2
j2,2026,hfa20p000_s1p000_draw0,20.0,1.0,0,73,73,0,30,24,19,41.0958904109589,32.87671232876713,26.027397260273972,30,24,19,41.0958904109589,32.87671232876713,26.027397260273972,30,24,19,41.0958904109589,32.87671232876713,26.027397260273972,30,24,19,41.0958904109589,32.87671232876713,26.027397260273972,0.3497454309856686,0.33201496369512695,0.31823960531920437,0.3497454309856686,0.33201496369512695,0.31823960531920437,0.5,1.049633083319013,2
j2,2026,hfa20p000_s1p000_draw1,20.0,1.0,1,73,73,25,25,30,18,34.24657534246575,41.0958904109589,24.65753424657534,25,30,18,34.24657534246575,41.0958904109589,24.65753424657534,30,24,19,41.0958904109589,32.87671232876713,26.027397260273972,30,24,19,41.0958904109589,32.87671232876713,26.027397260273972,0.3497454309856686,0.33201496369512695,0.31823960531920437,0.3497454309856686,0.33201496369512695,0.31823960531920437,0.5,1.049633083319013,2
j2,2026,hfa20p000_s1p500_draw0,20.0,1.5,0,73,73,0,40,11,22,54.794520547945204,15.068493150684931,30.136986301369863,40,11,22,54.794520547945204,15.068493150684931,30.136986301369863,40,11,22,54.794520547945204,15.068493150684931,30.136986301369863,40,11,22,54.794520547945204,15.068493150684931,30.136986301369863,0.3572777091157364,0.31540440859013114,0.32731788229413233,0.3572777091157364,0.31540440859013114,0.32731788229413233,0.5,1.0715029810050192,2
j2,2026,hfa20p000_s1p500_draw1,20.0,1.5,1,73,73,24,26,26,21,35.61643835616438,35.61643835616438,28.767123287671232,26,26,21,35.61643835616438,35.61643835616438,28.767123287671232,40,11,22,54.794520547945204,15.068493150684931,30.136986301369863,40,11,22,54.794520547945204,15.068493150684931,30.136986301369863,0.3572777091157364,0.31540440859013114,0.32731788229413233,0.3572777091157364,0.31540440859013114,0.32731788229413233,0.5,1.0715029810050192,2
j2,2026,hfa35p000_s0p500_draw0,35.0,0.5,0,73,73,0,29,36,8,39.726027397260275,49.31506849315068,10.95890410958904,29,36,8,39.726027397260275,49.31506849315068,10.95890410958904,29,36,8,39.726027397260275,49.31506849315068,10.95890410958904,29,36,8,39.726027397260275,49.31506849315068,10.95890410958904,0.3491914459164252,0.349552843876404,0.3012557102071707,0.3491914459164252,0.349552843876404,0.3012557102071707,0.5,1.0379708162170878,2
j2,2026,hfa35p000_s0p500_draw1,35.0,0.5,1,73,73,25,28,37,8,38.35616438356164,50.68493150684932,10.95890410958904,28,37,8,38.35616438356164,50.68493150684932,10.95890410958904,29,36,8,39.726027397260275,49.31506849315068,10.95890410958904,29,36,8,39.726027397260275,49.31506849315068,10.95890410958904,0.3491914459164252,0.349552843876404,0.3012557102071707,0.3491914459164252,0.349552843876404,0.3012557102071707,0.5,1.0379708162170878,2
j2,2026,hfa35p000_s1p000_draw0,35.0,1.0,0,73,73,0,42,16,15,57.534246575342465,21.91780821917808,20.54794520547945,42,16,15,57.534246575342465,21.91780821917808,20.54794520547945,42,16,15,57.534246575342465,21.91780821917808,20.54794520547945,42,16,15,57.534246575342465,21.91780821917808,20.54794520547945,0.3644367723834097,0.3344999527358079,0.30106327488078233,0.3644367723834097,0.3344999527358079,0.30106327488078233,0.0,1.0674977880604857,2
j2,2026,hfa35p000_s1p000_draw1,35.0,1.0,1,73,73,25,32,26,15,43.83561643835616,35.61643835616438,20.54794520547945,32,26,15,43.83561643835616,35.61643835616438,20.54794520547945,42,16,15,57.534246575342465,21.91780821917808,20.54794520547945,42,16,15,57.534246575342465,21.91780821917808,20.54794520547945,0.3644367723834097,0.3344999527358079,0.30106327488078233,0.3644367723834097,0.3344999527358079,0.30106327488078233,0.0,1.0674977880604857,2
j2,2026,hfa35p000_s1p500_draw0,35.0,1.5,0,73,73,0,45,11,17,61.64383561643836,15.068493150684931,23.28767123287671,45,11,17,61.64383561643836,15.068493150684931,23.28767123287671,45,11,17,61.64383561643836,15.068493150684931,23.28767123287671,45,11,17,61.64383561643836,15.068493150684931,23.28767123287671,0.37982677084292776,0.3188154773225035,0.3013577518345687,0.37982677084292776,0.3188154773225035,0.3013577518345687,0.0,1.1002737866490242,2
j2,2026,hfa35p000_s1p500_draw1,35.0,1.5,1,73,73,24,32,26,15,43.83561643835616,35.61643835616438,20.54794520547945,32,26,15,43.83561643835616,35.61643835616438,20.54794520547945,45,11,17,61.64383561643836,15.068493150684931,23.28767123287671,45,11,17,61.64383561643836,15.068493150684931,23.28767123287671,0.37982677084292776,0.3188154773225035,0.3013577518345687,0.37982677084292776,0.3188154773225035,0.3013577518345687,0.0,1.1002737866490242,2
